date,co,no,no2,o3,so2,pm2_5,pm10,nh3
2023-01-03 09:00:00,1415.25,6.26,46.61,138.76,77.25,182.79,206.4,7.03
2023-01-03 10:00:00,1735.69,7.04,60.32,115.87,69.62,195.47,225.43,13.3
2023-01-03 11:00:00,2456.67,9.28,91.85,65.09,62.94,229.65,271.57,21.53
2023-01-03 12:00:00,3177.64,12.52,126.12,12.52,57.7,264.02,315.37,26.35
2023-01-03 13:00:00,3738.4,25.7,124.75,0.06,55.31,307.17,367.04,27.36
2023-01-03 14:00:00,3738.4,16.99,115.16,0.51,51.02,342.41,406.96,24.07
2023-01-03 15:00:00,3337.86,2.32,97.33,13.05,43.87,346.06,406.28,17.73
2023-01-03 16:00:00,2857.21,0.03,71.97,36.84,38.15,321.7,373.76,13.17
2023-01-03 17:00:00,2643.59,0.01,62.38,41.13,35.29,297.54,345.69,11.27
2023-01-03 18:00:00,2323.15,0.01,54.84,42.56,29.56,260.64,300.75,8.49
2023-01-03 19:00:00,1895.9,0.0,43.87,47.21,23.6,223.78,252.41,5.7
2023-01-03 20:00:00,1682.28,0.0,36.33,49.35,21.7,208.63,230.93,5.19
2023-01-03 21:00:00,1575.47,0.0,32.22,49.35,21.46,202.96,222.47,5.07
2023-01-03 22:00:00,1508.71,0.0,29.82,48.64,21.22,198.84,217.02,5.0
2023-01-03 23:00:00,1482.01,0.0,29.13,47.92,21.93,196.7,213.67,5.0
2023-01-04 00:00:00,1522.06,0.01,31.53,45.78,23.6,200.81,217.59,5.26
2023-01-04 01:00:00,1735.69,0.06,41.81,38.27,29.33,218.39,238.42,7.09
2023-01-04 02:00:00,2269.74,1.29,65.8,17.88,40.05,258.33,287.36,11.53
2023-01-04 03:00:00,2777.1,9.39,81.57,3.4,51.98,292.03,330.37,16.21
2023-01-04 04:00:00,3017.43,19.89,79.51,7.87,65.8,312.27,356.38,19.76
2023-01-04 05:00:00,3044.13,24.81,73.34,25.03,78.2,324.31,372.64,19.76
2023-01-04 06:00:00,2803.8,21.9,69.92,54.36,90.6,324.68,371.96,17.73
2023-01-04 07:00:00,2029.42,11.85,58.95,105.86,94.41,264.92,298.29,12.67
2023-01-04 08:00:00,1655.58,8.83,52.78,125.89,89.65,226.24,254.02,11.4
2023-01-04 09:00:00,1562.12,6.93,52.78,135.9,91.55,220.47,246.56,11.53
2023-01-04 10:00:00,1949.31,7.49,68.55,115.87,83.92,245.78,278.38,16.72
2023-01-04 11:00:00,2750.4,8.49,100.08,68.66,69.62,289.28,333.6,23.05
2023-01-04 12:00:00,3417.97,9.28,134.35,15.38,57.7,314.45,366.85,23.31
2023-01-04 13:00:00,3898.62,21.68,130.24,0.15,52.93,334.6,394.29,22.29
2023-01-04 14:00:00,4058.84,20.34,116.53,0.16,50.54,361.48,429.52,21.03
2023-01-04 15:00:00,3898.62,10.62,105.56,1.32,46.25,372.92,446.18,17.73
2023-01-04 16:00:00,3791.81,5.81,95.96,2.95,42.44,381.88,456.42,15.58
2023-01-04 17:00:00,3898.62,7.93,90.48,1.83,40.53,395.46,475.53,15.58
2023-01-04 18:00:00,3631.59,8.72,83.63,1.52,34.33,377.04,452.24,12.54
2023-01-04 19:00:00,3070.83,4.14,74.71,4.11,26.46,334.32,395.79,8.23
2023-01-04 20:00:00,2670.29,1.03,63.06,10.37,23.84,314.48,364.57,6.97
2023-01-04 21:00:00,2456.67,0.39,53.47,15.2,22.65,310.27,352.76,6.46
2023-01-04 22:00:00,2323.15,0.28,47.3,16.99,21.93,309.91,347.09,6.33
2023-01-04 23:00:00,2243.04,0.32,43.87,16.63,21.46,312.2,344.97,6.27
2023-01-05 00:00:00,2269.74,0.67,45.93,13.41,22.41,315.35,341.52,6.52
2023-01-05 01:00:00,2536.77,4.53,54.15,5.81,27.18,330.39,355.83,8.87
2023-01-05 02:00:00,3284.45,24.14,63.06,0.15,37.67,370.86,406.67,14.31
2023-01-05 03:00:00,3898.62,45.15,71.29,0.15,48.64,393.62,436.41,18.49
2023-01-05 04:00:00,3952.03,46.94,82.94,1.3,61.99,389.31,433.52,21.03
2023-01-05 05:00:00,3898.62,43.36,87.74,8.23,73.43,381.59,431.43,20.77
2023-01-05 06:00:00,3524.78,33.53,87.05,24.32,83.92,354.27,402.27,18.49
2023-01-05 07:00:00,2403.26,16.99,70.6,77.96,91.55,259.08,290.22,14.31
2023-01-05 08:00:00,2216.34,13.75,66.49,97.27,91.55,231.77,260.38,14.82
2023-01-05 09:00:00,2216.34,11.96,67.86,104.43,97.27,214.72,244.05,16.97
2023-01-05 10:00:00,3044.13,19.67,90.48,70.1,81.06,258.36,303.5,24.83
2023-01-05 11:00:00,4646.3,49.62,126.12,20.21,67.71,355.35,427.04,30.4
2023-01-05 12:00:00,6248.47,107.29,139.83,1.61,69.62,438.79,533.82,34.45
2023-01-05 13:00:00,7797.24,159.14,141.2,0.0,82.97,535.36,657.43,46.61
2023-01-05 14:00:00,8865.36,175.24,132.98,0.0,85.83,631.63,785.34,50.66
2023-01-05 15:00:00,9078.98,168.09,113.79,0.0,79.15,692.16,868.19,46.61
2023-01-05 16:00:00,8972.17,155.57,94.59,0.0,68.66,724.54,904.28,38.5
2023-01-05 17:00:00,8544.92,139.47,80.88,0.0,57.22,717.3,889.55,29.89
2023-01-05 18:00:00,7049.56,109.97,69.23,0.0,41.01,620.57,762.95,18.75
2023-01-05 19:00:00,5073.55,68.84,59.63,0.0,27.18,478.93,571.88,10.51
2023-01-05 20:00:00,3952.03,42.02,54.84,0.0,23.84,405.46,463.39,8.99
2023-01-05 21:00:00,3364.56,26.38,53.47,0.01,22.89,370.05,405.53,8.49
2023-01-05 22:00:00,3044.13,17.43,53.47,0.05,23.37,349.38,376.2,8.49
2023-01-05 23:00:00,2937.32,15.2,53.47,0.08,25.99,347.67,371.51,9.63
2023-01-06 00:00:00,3044.13,19.45,53.47,0.03,31.95,362.42,386.16,12.54
2023-01-06 01:00:00,3524.78,35.76,55.52,0.0,43.39,388.3,417.76,18.75
2023-01-06 02:00:00,4486.08,67.95,62.38,0.0,55.79,426.14,469.78,24.57
2023-01-06 03:00:00,4806.52,77.78,76.09,0.03,62.94,412.87,457.85,24.57
2023-01-06 04:00:00,2723.69,6.03,109.67,13.95,98.23,261.92,288.64,17.73
2023-01-06 05:00:00,2536.77,10.17,100.08,22.17,106.81,218.44,247.33,18.75
2023-01-06 06:00:00,2429.96,14.98,89.11,28.97,111.58,198.08,228.41,19.51
2023-01-06 07:00:00,2082.82,14.98,77.46,47.21,99.18,177.13,204.67,17.48
2023-01-06 08:00:00,1895.9,10.39,78.14,53.64,92.51,171.63,197.56,16.72
2023-01-06 09:00:00,1922.61,6.98,86.37,49.35,99.18,178.76,205.67,17.99
2023-01-06 10:00:00,3578.19,45.6,112.41,12.7,85.83,273.96,327.88,32.17
2023-01-06 11:00:00,6248.47,137.69,120.64,3.17,79.15,424.9,517.94,43.06
2023-01-06 12:00:00,8972.17,243.19,135.72,0.43,98.23,568.94,694.62,58.26
2023-01-06 13:00:00,11642.46,332.59,149.43,0.0,131.61,736.02,897.1,83.09
2023-01-06 14:00:00,12817.38,332.59,150.8,0.0,110.63,844.98,1035.78,62.82
2023-01-06 15:00:00,11535.64,253.92,142.57,0.0,74.39,808.5,997.3,33.44
2023-01-06 16:00:00,7583.62,119.81,126.12,0.0,53.41,589.52,731.64,21.79
2023-01-06 17:00:00,7476.81,113.55,109.67,0.0,51.5,606.61,763.61,23.81
2023-01-06 18:00:00,7049.56,113.55,93.22,0.0,46.73,586.34,745.2,22.55
2023-01-06 19:00:00,5767.82,95.67,77.46,0.0,34.81,500.99,628.19,14.82
2023-01-06 20:00:00,4379.27,61.69,66.49,0.0,23.13,414.89,484.29,8.61
2023-01-06 21:00:00,3284.45,32.63,61.01,0.01,19.07,344.0,375.18,6.4
2023-01-06 22:00:00,2483.37,10.84,58.95,0.36,18.84,282.73,297.33,5.7
2023-01-06 23:00:00,2162.93,4.19,54.84,1.92,19.79,255.84,268.1,6.02
2023-01-07 00:00:00,2056.12,3.07,52.78,3.35,22.89,244.33,257.08,7.41
2023-01-07 01:00:00,2216.34,6.65,54.84,2.08,28.13,243.84,260.32,10.51
2023-01-07 02:00:00,2643.59,19.0,58.95,0.19,33.38,256.28,279.47,14.06
2023-01-07 03:00:00,2803.8,22.8,67.86,0.41,35.29,248.16,272.01,14.57
2023-01-07 04:00:00,1949.31,1.77,67.17,31.11,45.78,188.93,206.99,10.64
2023-01-07 05:00:00,1762.39,4.81,55.52,42.56,51.98,178.01,199.88,10.64
2023-01-07 06:00:00,1655.58,6.82,49.35,57.22,57.7,176.14,197.13,10.64
2023-01-07 07:00:00,1535.42,8.38,42.5,94.41,59.13,171.94,190.42,10.51
2023-01-07 08:00:00,1535.42,7.6,42.5,114.44,60.56,178.09,196.41,11.27
2023-01-07 09:00:00,1602.17,6.87,46.61,127.32,66.76,191.9,211.27,12.67
2023-01-07 10:00:00,2109.53,8.61,64.43,107.29,59.6,237.61,265.68,16.97
2023-01-07 11:00:00,2990.72,12.52,101.45,55.07,47.68,306.76,348.72,19.51
2023-01-07 12:00:00,3791.81,24.81,134.35,7.42,41.48,357.68,409.6,18.49
2023-01-07 13:00:00,4432.68,45.15,132.98,0.01,41.01,402.33,462.84,18.24
2023-01-07 14:00:00,4379.27,32.19,117.9,0.06,38.15,432.89,495.9,15.2
2023-01-07 15:00:00,3578.19,4.69,95.96,13.41,31.47,413.07,466.39,11.27
2023-01-07 16:00:00,2723.69,0.0,60.32,47.21,26.23,366.6,407.18,9.5
2023-01-07 17:00:00,2510.07,0.0,53.47,45.42,24.32,341.65,380.04,8.74
2023-01-07 18:00:00,2189.64,0.01,46.61,41.13,20.5,296.76,328.78,6.78
2023-01-07 19:00:00,1789.09,0.01,38.39,38.98,16.21,248.38,271.62,4.5
2023-01-07 20:00:00,1562.12,0.01,32.9,36.12,14.9,225.91,244.96,3.89
2023-01-07 21:00:00,1468.66,0.02,30.16,32.54,14.66,220.25,237.29,3.74
2023-01-07 22:00:00,1415.25,0.04,28.79,28.97,14.54,222.98,237.93,3.77
2023-01-07 23:00:00,1375.2,0.04,27.42,28.25,14.78,231.23,243.4,3.64
2023-01-08 00:00:00,1388.55,0.04,27.42,30.04,16.45,248.99,259.41,3.55
2023-01-08 01:00:00,1548.77,0.06,32.22,32.54,21.46,274.41,286.51,4.43
2023-01-08 02:00:00,1895.9,0.36,45.93,23.96,28.13,303.19,320.32,7.09
2023-01-08 03:00:00,2136.23,1.33,56.89,14.13,33.38,311.74,330.84,8.99
2023-01-08 04:00:00,2136.23,3.69,55.52,16.27,40.05,298.63,317.89,9.63
2023-01-08 05:00:00,2109.53,8.83,47.3,28.61,46.73,286.06,308.15,9.63
2023-01-08 06:00:00,2029.42,10.17,42.5,50.07,53.88,271.76,293.66,8.61
2023-01-08 07:00:00,1895.9,8.16,38.04,85.83,57.7,267.86,286.83,7.09
2023-01-08 08:00:00,1895.9,6.09,37.7,118.73,58.65,285.15,304.0,7.92
2023-01-08 09:00:00,1895.9,4.81,39.07,143.05,62.94,296.52,315.89,9.5
2023-01-08 10:00:00,2136.23,4.92,50.04,131.61,57.22,308.4,332.44,12.92
2023-01-08 11:00:00,2590.18,5.59,76.77,86.55,46.73,325.19,357.19,15.07
2023-01-08 12:00:00,2990.72,3.74,112.41,28.97,39.1,327.78,365.97,14.31
2023-01-08 13:00:00,4005.43,32.19,124.75,0.44,39.1,370.36,425.01,16.47
2023-01-08 14:00:00,5340.58,69.74,116.53,0.0,43.87,465.48,547.36,20.52
2023-01-08 15:00:00,6088.26,76.89,106.93,0.0,45.78,540.22,640.1,22.8
2023-01-08 16:00:00,6301.88,72.42,95.96,0.0,44.35,580.27,686.03,22.55
2023-01-08 17:00:00,6195.07,64.37,89.11,0.0,39.58,586.77,689.82,18.75
2023-01-08 18:00:00,5287.17,45.15,82.25,0.01,29.33,515.47,599.64,11.91
2023-01-08 19:00:00,3738.4,17.21,72.66,0.25,20.98,388.82,444.16,7.22
2023-01-08 20:00:00,3044.13,9.39,62.38,0.71,21.46,338.57,384.26,7.16
2023-01-08 21:00:00,2723.69,7.38,54.15,0.92,21.7,316.79,358.09,6.97
2023-01-08 22:00:00,2510.07,6.93,48.67,0.97,21.46,303.46,339.96,6.78
2023-01-08 23:00:00,2323.15,5.7,45.93,1.42,21.22,289.34,316.87,6.52
2023-01-09 00:00:00,2189.64,4.58,47.3,2.32,22.41,279.67,299.43,6.59
2023-01-09 01:00:00,2376.56,8.38,52.78,1.94,28.37,275.12,295.06,8.61
2023-01-09 02:00:00,3257.75,33.97,58.26,0.02,41.01,323.9,357.37,14.69
2023-01-09 03:00:00,4219.06,66.16,65.8,0.06,55.79,378.73,424.38,21.53
2023-01-09 04:00:00,4966.74,91.2,71.29,0.22,72.48,427.47,482.57,27.87
2023-01-09 05:00:00,5661.01,109.97,74.71,0.73,86.78,473.62,540.96,30.4
2023-01-09 06:00:00,5981.45,113.55,82.94,1.63,98.23,497.64,572.48,28.88
2023-01-09 07:00:00,4646.3,59.01,112.41,6.35,135.42,447.86,503.13,20.77
2023-01-09 08:00:00,4219.06,39.34,123.38,7.51,139.24,434.5,486.51,20.01
2023-01-09 09:00:00,3845.21,27.49,128.87,7.78,144.96,416.65,465.83,20.52
2023-01-09 10:00:00,4966.74,62.58,127.49,23.96,125.89,485.42,556.44,34.45
2023-01-09 11:00:00,6942.75,109.97,159.03,7.6,139.24,606.27,708.0,58.26
2023-01-09 12:00:00,8438.11,171.66,174.11,0.85,173.57,679.92,800.28,83.09
2023-01-09 13:00:00,10147.09,228.88,183.7,0.0,213.62,775.94,920.5,115.51
2023-01-09 14:00:00,11535.64,250.34,183.7,0.0,234.6,886.09,1064.14,143.89
2023-01-09 15:00:00,12176.51,236.03,168.62,0.0,215.53,957.55,1163.46,145.91
2023-01-09 16:00:00,12283.33,219.94,145.32,0.0,162.12,1004.77,1225.53,111.46
2023-01-09 17:00:00,12069.7,211.0,120.64,0.0,103.95,1022.55,1241.36,64.34
2023-01-09 18:00:00,10360.72,182.39,90.48,0.0,60.08,911.47,1096.68,29.64
2023-01-09 19:00:00,6462.1,99.24,67.17,0.0,33.38,613.79,722.61,12.92
2023-01-09 20:00:00,4486.08,59.01,52.09,0.0,26.7,464.17,537.61,11.15
2023-01-09 21:00:00,3471.37,36.66,48.67,0.0,25.03,387.65,441.49,11.4
2023-01-09 22:00:00,2777.1,15.65,51.41,0.13,24.08,329.88,366.35,9.88
2023-01-09 23:00:00,2510.07,7.6,50.04,0.59,23.37,306.72,333.03,7.73
2023-01-10 00:00:00,2429.96,6.82,49.35,0.83,24.32,299.74,319.69,7.16
2023-01-10 01:00:00,2643.59,14.19,50.04,0.3,30.04,311.01,333.49,9.5
2023-01-10 02:00:00,3391.27,37.55,54.15,0.01,40.53,355.74,390.1,15.2
2023-01-10 03:00:00,4058.84,62.58,57.58,0.11,49.11,388.27,431.04,19.51
2023-01-10 04:00:00,4325.87,73.31,61.01,0.21,55.79,409.04,456.06,22.04
2023-01-10 05:00:00,4486.08,75.1,63.75,0.5,61.04,422.57,479.0,22.55
2023-01-10 06:00:00,4272.46,66.16,67.86,1.02,64.85,414.34,473.19,20.27
2023-01-10 07:00:00,2563.48,16.76,67.17,57.22,80.11,362.04,394.02,3.36
2023-01-10 08:00:00,2002.72,8.49,53.47,100.14,75.34,338.88,362.33,0.63
2023-01-10 09:00:00,1815.8,6.2,46.61,125.89,72.48,323.35,344.52,1.58
2023-01-10 10:00:00,1842.5,5.25,48.67,125.89,61.04,303.82,327.1,5.51
2023-01-10 11:00:00,2082.82,4.92,65.12,91.55,51.02,298.06,326.27,10.01
2023-01-10 12:00:00,2403.26,2.04,91.85,45.42,47.21,296.62,329.27,12.03
2023-01-10 13:00:00,2723.69,1.16,105.56,14.13,47.21,308.27,347.88,13.3
2023-01-10 14:00:00,2883.91,2.26,98.71,8.05,45.78,325.07,372.56,13.68
2023-01-10 15:00:00,2883.91,1.42,87.05,10.73,41.48,336.66,387.82,12.29
2023-01-10 16:00:00,2777.1,0.56,76.77,16.09,37.19,340.41,390.65,11.15
2023-01-10 17:00:00,2696.99,0.24,69.23,21.28,34.33,342.82,390.79,10.01
2023-01-10 18:00:00,2429.96,0.06,60.32,30.76,29.56,333.9,375.44,7.35
2023-01-10 19:00:00,2109.53,0.0,47.98,44.35,24.08,321.24,353.09,4.62
2023-01-10 20:00:00,1976.01,0.0,40.1,51.5,22.89,324.83,353.05,4.37
2023-01-10 21:00:00,2002.72,0.0,36.67,50.78,23.13,335.08,362.44,4.62
2023-01-10 22:00:00,2029.42,0.0,35.3,47.21,23.84,341.66,367.39,4.94
2023-01-10 23:00:00,2029.42,0.0,34.96,43.27,24.32,344.65,366.13,4.94
2023-01-11 00:00:00,2082.82,0.01,37.36,38.98,25.75,346.96,365.13,5.0
2023-01-11 01:00:00,2323.15,0.25,49.35,27.89,31.47,362.23,382.71,6.78
2023-01-11 02:00:00,2990.72,6.31,72.66,5.81,42.92,401.03,430.85,11.53
2023-01-11 03:00:00,3631.59,26.6,82.25,0.29,56.74,431.29,468.4,16.21
2023-01-11 04:00:00,3845.21,36.66,91.85,1.42,77.25,430.63,471.19,18.24
2023-01-11 05:00:00,3791.81,42.02,98.71,6.08,96.32,428.91,475.3,17.48
2023-01-11 06:00:00,3685.0,42.02,106.93,14.31,114.44,425.47,473.0,15.45
2023-01-11 07:00:00,2616.88,24.36,93.22,45.06,106.81,317.58,353.73,9.75
2023-01-11 08:00:00,2243.04,14.53,91.85,61.51,102.04,276.6,307.08,10.39
2023-01-11 09:00:00,2349.85,14.75,100.08,72.96,116.35,281.84,312.46,13.68
2023-01-11 10:00:00,3738.4,38.44,131.61,68.66,112.53,381.4,432.37,26.85
2023-01-11 11:00:00,6301.88,78.68,189.19,29.33,97.27,542.53,625.16,41.54
2023-01-11 12:00:00,8972.17,153.78,211.12,4.43,87.74,663.03,772.61,46.1
2023-01-11 13:00:00,11001.59,227.09,205.64,0.07,87.74,745.71,885.86,48.64
2023-01-11 14:00:00,11001.59,223.52,183.7,0.0,79.15,777.28,932.12,38.5
2023-01-11 15:00:00,8972.17,153.78,150.8,0.0,62.94,704.48,838.63,22.55
2023-01-11 16:00:00,4966.74,36.21,128.87,0.03,49.11,494.18,574.18,12.79
2023-01-11 17:00:00,3952.03,10.95,120.64,0.93,43.87,471.31,543.74,11.4
2023-01-11 18:00:00,3417.97,1.68,98.71,11.8,38.15,491.52,553.51,7.92
2023-01-11 19:00:00,2830.51,0.01,63.75,37.55,29.09,483.58,529.44,4.88
2023-01-11 20:00:00,2376.56,0.0,41.13,49.35,24.32,423.34,456.83,4.56
2023-01-11 21:00:00,1976.01,0.0,31.19,50.78,24.32,347.58,373.73,4.69
2023-01-11 22:00:00,1682.28,0.0,28.45,61.51,33.86,302.78,321.9,4.31
2023-01-11 23:00:00,1548.77,0.0,28.1,67.23,37.67,291.99,305.38,4.05
2023-01-12 00:00:00,1508.71,0.0,28.1,65.8,36.72,285.54,296.38,4.43
2023-01-12 01:00:00,1642.23,0.01,33.59,53.64,34.81,288.89,301.78,6.46
2023-01-12 02:00:00,2136.23,0.64,53.47,23.6,36.24,319.02,340.65,10.01
2023-01-12 03:00:00,2616.88,8.16,69.23,5.41,40.53,344.67,373.58,11.4
2023-01-12 04:00:00,2696.99,14.53,66.49,19.85,43.39,344.66,375.5,11.78
2023-01-12 05:00:00,2456.67,12.07,61.01,50.07,48.16,334.63,363.47,13.3
2023-01-12 06:00:00,2216.34,9.5,56.21,80.11,56.27,329.12,354.62,13.17
2023-01-12 07:00:00,1348.5,4.47,39.07,128.75,64.85,251.19,266.75,4.56
2023-01-12 08:00:00,1214.98,3.91,37.01,138.76,68.66,250.22,265.49,4.12
2023-01-12 09:00:00,1201.63,3.74,41.47,140.19,78.2,255.9,271.98,4.75
2023-01-12 10:00:00,1428.6,3.63,55.52,123.02,82.02,265.43,284.83,8.61
2023-01-12 11:00:00,1815.8,2.37,70.6,97.27,67.71,282.85,306.61,13.43
2023-01-12 12:00:00,2109.53,0.57,85.0,66.52,55.79,287.81,314.83,15.45
2023-01-12 13:00:00,2483.37,0.04,101.45,38.27,50.54,295.78,328.34,16.47
2023-01-12 14:00:00,2750.4,0.43,108.3,18.78,46.73,302.39,343.18,16.09
2023-01-12 15:00:00,2777.1,1.45,102.82,9.48,41.96,302.71,347.94,13.68
2023-01-12 16:00:00,2616.88,1.69,89.11,7.96,36.24,297.88,342.95,11.27
2023-01-12 17:00:00,2429.96,1.19,76.77,9.83,32.9,303.1,346.78,10.01
2023-01-12 18:00:00,2162.93,0.55,65.12,14.48,29.56,301.4,338.68,7.47
2023-01-12 19:00:00,1789.09,0.09,50.72,24.68,25.99,287.98,315.13,4.56
2023-01-12 20:00:00,1575.47,0.02,39.41,33.62,25.99,296.45,318.31,3.48
2023-01-12 21:00:00,1482.01,0.01,32.9,39.7,27.42,322.54,342.95,2.69
2023-01-12 22:00:00,1428.6,0.0,30.16,43.27,29.56,334.86,354.96,2.47
2023-01-12 23:00:00,1375.2,0.0,28.79,44.7,30.28,325.23,344.31,2.63
2023-01-13 00:00:00,1348.5,0.01,30.16,42.92,34.33,315.53,333.68,2.66
2023-01-13 01:00:00,1455.31,0.07,38.39,34.33,47.21,310.23,328.53,3.2
2023-01-13 02:00:00,1869.2,2.1,58.95,13.05,59.13,314.42,338.65,6.4
2023-01-13 03:00:00,2403.26,17.66,67.86,1.68,66.76,317.4,349.25,10.01
2023-01-13 04:00:00,2616.88,29.06,63.75,6.17,71.53,305.62,340.9,11.65
2023-01-13 05:00:00,2376.56,24.59,60.32,12.52,77.25,272.63,304.38,11.53
2023-01-13 06:00:00,2002.72,17.43,60.32,16.63,84.88,238.26,262.89,9.75
2023-01-13 07:00:00,1361.85,8.05,58.26,45.42,97.27,204.97,218.48,3.83
2023-01-13 08:00:00,1228.33,9.61,55.52,63.66,98.23,197.79,209.44,3.51
2023-01-13 09:00:00,1174.93,11.29,56.21,69.38,102.04,189.25,200.89,3.93
2023-01-13 10:00:00,2670.29,44.26,83.63,27.89,82.02,252.73,286.67,15.33
2023-01-13 11:00:00,5126.95,116.23,100.08,5.59,70.57,355.89,421.5,26.35
2023-01-13 12:00:00,7690.43,214.58,106.93,0.52,83.92,455.53,550.98,44.58
2023-01-13 13:00:00,10360.72,307.56,119.27,0.0,137.33,582.28,721.54,91.2
